gev_20130101_0058,2013-01-01 00:58:00,2013-01-01 01:03:00,2013-01-01 01:11:00,B7.8,POINT(-78 -25),1642
gev_20130101_0440,2013-01-01 04:40:00,2013-01-01 04:48:00,2013-01-01 05:00:00,B3.9,POINT(-73 -16),1642
gev_20130101_0847,2013-01-01 08:47:00,2013-01-01 08:48:00,2013-01-01 08:51:00,B5.5,POINT(-88 14),1644
gev_20130101_1426,2013-01-01 14:26:00,2013-01-01 14:38:00,2013-01-01 14:56:00,B5.2,POINT(89 9),1635
gev_20130101_1553,2013-01-01 15:53:00,2013-01-01 15:58:00,2013-01-01 16:07:00,B6.2,POINT(3 26),1640
gev_20130101_2252,2013-01-01 22:52:00,2013-01-01 22:58:00,2013-01-01 23:01:00,B4.7,POINT(7 26),1640
gev_20130102_0921,2013-01-02 09:21:00,2013-01-02 09:25:00,2013-01-02 09:34:00,B5.6,POINT(-55 -16),1643
gev_20130102_2108,2013-01-02 21:08:00,2013-01-02 21:09:00,2013-01-02 21:11:00,B4.2,POINT(20 27),1640
gev_20130103_0408,2013-01-03 04:08:00,2013-01-03 04:15:00,2013-01-03 04:15:00,B5.7,POINT(24 30),1640
gev_20130103_1916,2013-01-03 19:16:00,2013-01-03 19:18:00,2013-01-03 19:27:00,B7.9,POINT(-89 -14),1649
gev_20130103_2101,2013-01-03 21:01:00,2013-01-03 21:08:00,2013-01-03 21:08:00,B9.4,POINT(35 28),1640
gev_20130103_2127,2013-01-03 21:27:00,2013-01-03 21:37:00,2013-01-03 21:45:00,C1.7,POINT(33 27),1640
gev_20130104_0045,2013-01-04 00:45:00,2013-01-04 00:48:00,2013-01-04 00:53:00,C1.2,POINT(37 27),1640
gev_20130104_0206,2013-01-04 02:06:00,2013-01-04 02:08:00,2013-01-04 02:12:00,B8.2,POINT(-89 -15),1649
gev_20130104_0555,2013-01-04 05:55:00,2013-01-04 06:24:00,2013-01-04 06:44:00,C1.1,POINT(-88 18),1646
gev_20130104_0822,2013-01-04 08:22:00,2013-01-04 09:18:00,2013-01-04 10:34:00,C1.3,POINT(43 27),1640
gev_20130104_0829,2013-01-04 08:29:00,2013-01-04 09:18:00,2013-01-04 09:40:00,C1.4,POINT(42 27),1640
gev_20130104_1303,2013-01-04 13:03:00,2013-01-04 13:08:00,2013-01-04 13:08:00,C1.2,POINT(-88 -26),1650
gev_20130104_2346,2013-01-04 23:46:00,2013-01-05 00:18:00,2013-01-05 01:19:00,C2.3,POINT(-88 21),0
gev_20130105_0324,2013-01-05 03:24:00,2013-01-05 03:28:00,2013-01-05 03:32:00,C1.5,POINT(-82 -28),1650
gev_20130105_0350,2013-01-05 03:50:00,2013-01-05 03:54:00,2013-01-05 03:57:00,C1.6,POINT(-81 -27),1650
gev_20130105_0429,2013-01-05 04:29:00,2013-01-05 04:35:00,2013-01-05 04:35:00,C1.6,POINT(-80 -27),1650
gev_20130105_0556,2013-01-05 05:56:00,2013-01-05 06:03:00,2013-01-05 06:10:00,C1.5,POINT(-88 20),1652
gev_20130105_0808,2013-01-05 08:08:00,2013-01-05 08:11:00,2013-01-05 08:14:00,C1.4,POINT(-75 -27),1650
gev_20130105_0926,2013-01-05 09:26:00,2013-01-05 09:28:00,2013-01-05 09:31:00,M1.7,POINT(-88 20),1652
gev_20130105_1619,2013-01-05 16:19:00,2013-01-05 16:22:00,2013-01-05 16:24:00,C1.3,POINT(-72 -28),1650
gev_20130105_2131,2013-01-05 21:31:00,2013-01-05 21:38:00,2013-01-05 21:39:00,C2.1,POINT(-89 8),1653
gev_20130106_0257,2013-01-06 02:57:00,2013-01-06 03:03:00,2013-01-06 03:09:00,C3.0,POINT(-81 8),1653
gev_20130106_0915,2013-01-06 09:15:00,2013-01-06 09:50:00,2013-01-06 10:12:00,C1.9,POINT(-78 8),1653
gev_20130106_1122,2013-01-06 11:22:00,2013-01-06 11:27:00,2013-01-06 11:32:00,C1.2,POINT(-76 19),1652
gev_20130106_1244,2013-01-06 12:44:00,2013-01-06 12:54:00,2013-01-06 13:01:00,C1.7,POINT(-77 19),1652
gev_20130106_1658,2013-01-06 16:58:00,2013-01-06 17:03:00,2013-01-06 17:12:00,C1.2,POINT(-72 8),1653
gev_20130106_2234,2013-01-06 22:34:00,2013-01-06 22:38:00,2013-01-06 22:41:00,B9.1,POINT(-67 8),1653
gev_20130107_0045,2013-01-07 00:45:00,2013-01-07 01:02:00,2013-01-07 01:10:00,C1.1,POINT(45 -13),1645
gev_20130107_0350,2013-01-07 03:50:00,2013-01-07 03:54:00,2013-01-07 04:03:00,C1.0,POINT(-64 8),1653
gev_20130107_0442,2013-01-07 04:42:00,2013-01-07 04:52:00,2013-01-07 04:57:00,B8.0,POINT(-63 8),1653
gev_20130107_0635,2013-01-07 06:35:00,2013-01-07 06:38:00,2013-01-07 06:39:00,C1.0,POINT(72 30),1640
gev_20130107_0739,2013-01-07 07:39:00,2013-01-07 07:47:00,2013-01-07 07:51:00,C1.3,POINT(-62 8),1653
gev_20130107_0844,2013-01-07 08:44:00,2013-01-07 08:52:00,2013-01-07 08:57:00,C3.1,POINT(74 30),1640
gev_20130107_0947,2013-01-07 09:47:00,2013-01-07 09:54:00,2013-01-07 10:00:00,C1.1,POINT(64 13),1638
gev_20130107_1814,2013-01-07 18:14:00,2013-01-07 18:21:00,2013-01-07 18:24:00,C1.2,POINT(-89 7),1654
gev_20130107_2344,2013-01-07 23:44:00,2013-01-07 23:57:00,2013-01-08 00:04:00,C2.2,POINT(87 31),1640
gev_20130108_0117,2013-01-08 01:17:00,2013-01-08 01:21:00,2013-01-08 01:24:00,C2.1,POINT(-89 7),1654
gev_20130108_0257,2013-01-08 02:57:00,2013-01-08 03:04:00,2013-01-08 03:07:00,C1.5,POINT(-58 21),1652
gev_20130108_0453,2013-01-08 04:53:00,2013-01-08 04:58:00,2013-01-08 05:01:00,C1.2,POINT(-57 20),1656
gev_20130108_0537,2013-01-08 05:37:00,2013-01-08 05:42:00,2013-01-08 05:48:00,C1.1,POINT(-48 9),1653
gev_20130108_0718,2013-01-08 07:18:00,2013-01-08 07:23:00,2013-01-08 07:26:00,C1.8,POINT(-56 21),1656
gev_20130108_1357,2013-01-08 13:57:00,2013-01-08 14:02:00,2013-01-08 14:04:00,C1.3,POINT(-52 21),1656
gev_20130108_1417,2013-01-08 14:17:00,2013-01-08 14:21:00,2013-01-08 14:29:00,C1.3,POINT(87 29),1640
gev_20130108_1601,2013-01-08 16:01:00,2013-01-08 16:04:00,2013-01-08 16:07:00,C1.4,POINT(-51 21),1656
gev_20130108_1904,2013-01-08 19:04:00,2013-01-08 19:12:00,2013-01-08 19:19:00,C4.0,POINT(87 29),1640
gev_20130109_0345,2013-01-09 03:45:00,2013-01-09 03:52:00,2013-01-09 04:01:00,C1.0,POINT(-79 8),1654
gev_20130109_0810,2013-01-09 08:10:00,2013-01-09 08:15:00,2013-01-09 08:21:00,C1.4,POINT(85 13),1638
gev_20130109_0929,2013-01-09 09:29:00,2013-01-09 09:56:00,2013-01-09 10:31:00,C2.5,POINT(-78 4),1654
gev_20130109_1117,2013-01-09 11:17:00,2013-01-09 11:28:00,2013-01-09 11:40:00,C2.4,POINT(-70 10),1654
gev_20130109_1334,2013-01-09 13:34:00,2013-01-09 14:55:00,2013-01-09 15:30:00,C3.1,POINT(-80 10),1654
gev_20130109_1434,2013-01-09 14:34:00,2013-01-09 14:55:00,2013-01-09 15:15:00,C3.1,POINT(-80 10),1654
gev_20130110_0311,2013-01-10 03:11:00,2013-01-10 03:26:00,2013-01-10 03:38:00,C2.2,POINT(-63 7),1654
gev_20130110_0319,2013-01-10 03:19:00,2013-01-10 03:26:00,2013-01-10 03:32:00,C2.2,POINT(-64 7),1654
gev_20130110_0400,2013-01-10 04:00:00,2013-01-10 04:04:00,2013-01-10 04:20:00,C1.7,POINT(-55 4),1654
gev_20130110_0401,2013-01-10 04:01:00,2013-01-10 04:04:00,2013-01-10 04:08:00,C1.7,POINT(-56 4),1654
gev_20130110_0700,2013-01-10 07:00:00,2013-01-10 07:21:00,2013-01-10 07:45:00,C1.6,POINT(-65 9),1654
gev_20130110_0924,2013-01-10 09:24:00,2013-01-10 09:33:00,2013-01-10 09:43:00,C2.3,POINT(-56 10),1654
gev_20130110_1215,2013-01-10 12:15:00,2013-01-10 12:29:00,2013-01-10 12:45:00,C1.5,POINT(-58 6),1654
gev_20130110_1559,2013-01-10 15:59:00,2013-01-10 16:05:00,2013-01-10 16:18:00,C3.0,POINT(-49 4),1654
gev_20130110_1733,2013-01-10 17:33:00,2013-01-10 17:46:00,2013-01-10 17:57:00,C8.0,POINT(-57 4),1654
gev_20130110_1945,2013-01-10 19:45:00,2013-01-10 19:55:00,2013-01-10 20:18:00,C3.7,POINT(-48 10),1654
gev_20130110_2135,2013-01-10 21:35:00,2013-01-10 21:38:00,2013-01-10 21:40:00,C1.7,POINT(-50 7),1654
gev_20130110_2318,2013-01-10 23:18:00,2013-01-10 23:24:00,2013-01-10 23:27:00,C1.4,POINT(-40 7),1654
gev_20130110_2343,2013-01-10 23:43:00,2013-01-10 23:47:00,2013-01-10 23:47:00,C1.4,POINT(-40 6),1654
gev_20130111_0047,2013-01-11 00:47:00,2013-01-11 00:51:00,2013-01-11 00:54:00,C1.7,POINT(-38 7),1654
gev_20130111_0243,2013-01-11 02:43:00,2013-01-11 02:49:00,2013-01-11 02:54:00,C4.3,POINT(-39 4),1654
gev_20130111_0351,2013-01-11 03:51:00,2013-01-11 04:02:00,2013-01-11 04:16:00,C1.8,POINT(-43 11),1654
gev_20130111_0531,2013-01-11 05:31:00,2013-01-11 05:36:00,2013-01-11 05:40:00,C3.5,POINT(-44 5),1654
gev_20130111_0607,2013-01-11 06:07:00,2013-01-11 06:14:00,2013-01-11 06:18:00,C9.2,POINT(-45 5),1654
gev_20130111_0637,2013-01-11 06:37:00,2013-01-11 06:41:00,2013-01-11 06:48:00,C3.8,POINT(-44 5),1654
