gev_20120101_0445,2012-01-01 04:45:00,2012-01-01 04:50:00,2012-01-01 04:57:00,B8.1,POINT(-35.0 -25.0),1389
gev_20120101_0724,2012-01-01 07:24:00,2012-01-01 07:34:00,2012-01-01 07:44:00,C3.2,POINT(-34.0 -25.0),1389
gev_20120101_1322,2012-01-01 13:22:00,2012-01-01 13:26:00,2012-01-01 13:33:00,B8.0,POINT(88.0 14.0),1384
gev_20120101_1854,2012-01-01 18:54:00,2012-01-01 18:59:00,2012-01-01 19:06:00,B8.9,POINT(89.0 8.0),1383
gev_20120101_2328,2012-01-01 23:28:00,2012-01-01 23:36:00,2012-01-01 23:46:00,C1.3,POINT(-27.0 -27.0),1389
gev_20120102_0255,2012-01-02 02:55:00,2012-01-02 03:00:00,2012-01-02 03:07:00,B7.6,POINT(-89.0 12.0),0
gev_20120102_0523,2012-01-02 05:23:00,2012-01-02 05:28:00,2012-01-02 05:34:00,C1.6,POINT(-89.0 11.0),0
gev_20120102_0705,2012-01-02 07:05:00,2012-01-02 07:24:00,2012-01-02 07:32:00,C1.5,POINT(-22.0 -27.0),0
gev_20120102_0756,2012-01-02 07:56:00,2012-01-02 08:02:00,2012-01-02 08:09:00,B8.4,POINT(-89.0 12.0),0
gev_20120102_0927,2012-01-02 09:27:00,2012-01-02 09:30:00,2012-01-02 09:32:00,B6.1,POINT(-21.0 -26.0),0
gev_20120102_1111,2012-01-02 11:11:00,2012-01-02 11:18:00,2012-01-02 11:26:00,B8.2,POINT(-89.0 11.0),0
gev_20120102_1431,2012-01-02 14:31:00,2012-01-02 15:24:00,2012-01-02 16:04:00,C2.4,POINT(89.0 7.0),0
gev_20120103_0135,2012-01-03 01:35:00,2012-01-03 01:54:00,2012-01-03 02:20:00,B9.3,POINT(62.0 -19.0),1386
gev_20120103_0331,2012-01-03 03:31:00,2012-01-03 03:34:00,2012-01-03 03:38:00,B6.7,POINT(-11.0 -24.0),1389
