gev_20140101_0645,2014-01-01 06:45:00,2014-01-01 06:49:00,2014-01-01 06:52:00,C2.1,POINT(-89.0 -4.0),1944
gev_20140101_0721,2014-01-01 07:21:00,2014-01-01 07:26:00,2014-01-01 07:29:00,C3.2,POINT(47.0 -12.0),1940
gev_20140101_1540,2014-01-01 15:40:00,2014-01-01 15:48:00,2014-01-01 16:09:00,C6.5,POINT(-89.0 -6.0),1944
gev_20140101_1840,2014-01-01 18:40:00,2014-01-01 18:52:00,2014-01-01 19:03:00,M9.9,POINT(45.0 -16.0),1936
gev_20140101_2154,2014-01-01 21:54:00,2014-01-01 22:04:00,2014-01-01 22:22:00,C6.3,POINT(-89.0 -7.0),1944
gev_20140101_2230,2014-01-01 22:30:00,2014-01-01 22:34:00,2014-01-01 22:45:00,C4.6,POINT(-89.0 -7.0),1944
gev_20140102_0224,2014-01-02 02:24:00,2014-01-02 02:33:00,2014-01-02 02:56:00,M1.7,POINT(-89.0 -5.0),1944
gev_20140102_0425,2014-01-02 04:25:00,2014-01-02 04:29:00,2014-01-02 04:32:00,C5.3,POINT(-87.0 -7.0),1944
gev_20140102_0743,2014-01-02 07:43:00,2014-01-02 07:49:00,2014-01-02 07:51:00,C4.9,POINT(-79.0 -5.0),1944
gev_20140102_1125,2014-01-02 11:25:00,2014-01-02 12:26:00,2014-01-02 12:42:00,C9.5,POINT(-81.0 -1.0),1944
gev_20140102_2030,2014-01-02 20:30:00,2014-01-02 20:38:00,2014-01-02 20:38:00,C3.4,POINT(-66.0 -4.0),1944
gev_20140102_2141,2014-01-02 21:41:00,2014-01-02 21:46:00,2014-01-02 21:50:00,C3.1,POINT(-70.0 -5.0),1944
gev_20140102_2212,2014-01-02 22:12:00,2014-01-02 22:18:00,2014-01-02 22:22:00,M1.2,POINT(-65.0 -5.0),1944
gev_20140102_2337,2014-01-02 23:37:00,2014-01-02 23:43:00,2014-01-02 23:43:00,C2.5,POINT(58.0 -16.0),1936
gev_20140103_0248,2014-01-03 02:48:00,2014-01-03 02:52:00,2014-01-03 02:55:00,C2.4,POINT(-70.0 -6.0),1944
gev_20140103_0356,2014-01-03 03:56:00,2014-01-03 04:01:00,2014-01-03 04:07:00,C4.6,POINT(-61.0 -5.0),1944
gev_20140103_0629,2014-01-03 06:29:00,2014-01-03 07:00:00,2014-01-03 07:18:00,C3.0,POINT(-65.0 -5.0),1944
gev_20140103_0812,2014-01-03 08:12:00,2014-01-03 08:18:00,2014-01-03 08:18:00,C3.6,POINT(-59.0 -5.0),1944
gev_20140103_1007,2014-01-03 10:07:00,2014-01-03 10:15:00,2014-01-03 10:19:00,C3.3,POINT(-60.0 -6.0),1944
gev_20140103_1037,2014-01-03 10:37:00,2014-01-03 10:42:00,2014-01-03 10:45:00,C5.9,POINT(-59.0 -5.0),1944
gev_20140103_1140,2014-01-03 11:40:00,2014-01-03 11:44:00,2014-01-03 11:49:00,C1.9,POINT(-65.0 -5.0),1944
gev_20140103_1241,2014-01-03 12:41:00,2014-01-03 12:50:00,2014-01-03 12:54:00,M1.0,POINT(-52.0 -4.0),1944
gev_20140103_1501,2014-01-03 15:01:00,2014-01-03 15:34:00,2014-01-03 17:25:28,C7.4,POINT(53.0 6.0),0
gev_20140103_1505,2014-01-03 15:05:00,2014-01-03 15:35:00,2014-01-03 16:05:00,C6.9,POINT(-60.0 -5.0),1944
gev_20140103_1830,2014-01-03 18:30:00,2014-01-03 18:35:00,2014-01-03 18:40:00,C4.0,POINT(41.0 -11.0),1944
gev_20140103_2109,2014-01-03 21:09:00,2014-01-03 21:14:00,2014-01-03 21:19:00,M1.1,POINT(-53.0 -6.0),1944
gev_20140104_0237,2014-01-04 02:37:00,2014-01-04 02:43:00,2014-01-04 02:51:00,C3.6,POINT(-54.0 -8.0),1944
gev_20140104_0622,2014-01-04 06:22:00,2014-01-04 06:40:00,2014-01-04 07:10:00,C5.6,POINT(-54.0 -4.0),1944
gev_20140104_0948,2014-01-04 09:48:00,2014-01-04 09:51:00,2014-01-04 10:03:00,C2.9,POINT(-49.0 -8.0),1944
gev_20140104_1016,2014-01-04 10:16:00,2014-01-04 10:25:00,2014-01-04 10:41:00,M1.3,POINT(-49.0 -5.0),1944
gev_20140104_1533,2014-01-04 15:33:00,2014-01-04 15:41:00,2014-01-04 15:47:00,C9.4,POINT(-36.0 -4.0),1944
gev_20140104_1847,2014-01-04 18:47:00,2014-01-04 19:46:00,2014-01-04 20:23:00,M4.0,POINT(-33.0 -11.0),1944
gev_20140104_1905,2014-01-04 19:05:00,2014-01-04 19:46:00,2014-01-04 20:23:00,M4.0,POINT(-34.0 -11.0),1944
gev_20140104_2209,2014-01-04 22:09:00,2014-01-04 22:52:00,2014-01-04 23:59:00,M2.0,POINT(89.0 -14.0),1936
gev_20140104_2212,2014-01-04 22:12:00,2014-01-04 22:52:00,2014-01-04 23:22:00,M1.9,POINT(89.0 -14.0),1936
gev_20140105_0224,2014-01-05 02:24:00,2014-01-05 02:28:00,2014-01-05 02:30:00,C4.5,POINT(-44.0 -14.0),1944
gev_20140105_1511,2014-01-05 15:11:00,2014-01-05 15:18:00,2014-01-05 15:31:00,C6.6,POINT(-32.0 -6.0),1944
gev_20140105_1813,2014-01-05 18:13:00,2014-01-05 18:17:00,2014-01-05 18:27:00,C3.4,POINT(-35.0 -14.0),1944
gev_20140106_0008,2014-01-06 00:08:00,2014-01-06 00:19:00,2014-01-06 00:25:00,C7.1,POINT(-27.0 -7.0),1944
gev_20140106_0730,2014-01-06 07:30:00,2014-01-06 07:45:00,2014-01-06 09:00:00,C2.1,POINT(89.0 -15.0),1936
gev_20140106_0928,2014-01-06 09:28:00,2014-01-06 09:34:00,2014-01-06 09:42:00,C2.6,POINT(-13.0 -4.0),1944
gev_20140106_1606,2014-01-06 16:06:00,2014-01-06 16:12:00,2014-01-06 16:17:00,C2.0,POINT(-19.0 -8.0),1944
gev_20140107_0229,2014-01-07 02:29:00,2014-01-07 02:34:00,2014-01-07 02:39:00,C2.6,POINT(-17.0 -13.0),1944
gev_20140107_0349,2014-01-07 03:49:00,2014-01-07 03:53:00,2014-01-07 03:56:00,M1.0,POINT(-7.0 7.0),1946
gev_20140107_0408,2014-01-07 04:08:00,2014-01-07 04:11:00,2014-01-07 04:16:00,C2.7,POINT(-14.0 -10.0),1944
gev_20140107_0440,2014-01-07 04:40:00,2014-01-07 04:53:00,2014-01-07 05:20:00,C2.4,POINT(-16.0 -14.0),1944
gev_20140107_0659,2014-01-07 06:59:00,2014-01-07 07:05:00,2014-01-07 07:10:00,C3.4,POINT(-6.0 7.0),1946
