gev_20110114_1541,2011-01-14 15:41:00,2011-01-14 15:51:00,2011-01-14 15:57:00,B2.2,POINT(25.0 14.0),1145
gev_20110114_1703,2011-01-14 17:03:00,2011-01-14 17:09:00,2011-01-14 17:09:00,B2.2,POINT(-20.0 25.0),0
gev_20110114_1818,2011-01-14 18:18:00,2011-01-14 18:24:00,2011-01-14 18:27:00,B1.8,POINT(1.0 22.0),1146
gev_20110114_2237,2011-01-14 22:37:00,2011-01-14 22:58:00,2011-01-14 23:18:00,B1.8,POINT(-87.0 23.0),1147
gev_20110115_0004,2011-01-15 00:04:00,2011-01-15 00:14:00,2011-01-15 00:31:00,B2.7,POINT(-87.0 23.0),1147
gev_20110115_0557,2011-01-15 05:57:00,2011-01-15 06:01:00,2011-01-15 06:05:00,B2.3,POINT(-87.0 23.0),1147
gev_20110115_0612,2011-01-15 06:12:00,2011-01-15 06:16:00,2011-01-15 06:18:00,B2.6,POINT(-87.0 22.0),1147
gev_20110115_0637,2011-01-15 06:37:00,2011-01-15 06:41:00,2011-01-15 06:44:00,B4.1,POINT(-87.0 23.0),1147
gev_20110115_0802,2011-01-15 08:02:00,2011-01-15 08:06:00,2011-01-15 08:09:00,B3.0,POINT(-87.0 22.0),1147
gev_20110115_0936,2011-01-15 09:36:00,2011-01-15 09:39:00,2011-01-15 09:42:00,B3.7,POINT(-87.0 21.0),1147
gev_20110115_1025,2011-01-15 10:25:00,2011-01-15 10:28:00,2011-01-15 10:32:00,B2.8,POINT(-87.0 23.0),1147
gev_20110115_1222,2011-01-15 12:22:00,2011-01-15 12:25:00,2011-01-15 12:25:00,B2.2,POINT(-87.0 24.0),1147
gev_20110115_1328,2011-01-15 13:28:00,2011-01-15 13:36:00,2011-01-15 13:39:00,B2.3,POINT(-87.0 23.0),1147
gev_20110115_1413,2011-01-15 14:13:00,2011-01-15 14:19:00,2011-01-15 14:23:00,C1.1,POINT(-87.0 23.0),0
gev_20110115_1744,2011-01-15 17:44:00,2011-01-15 18:09:00,2011-01-15 18:22:00,B1.7,POINT(-81.0 22.0),0
gev_20110115_2109,2011-01-15 21:09:00,2011-01-15 21:15:00,2011-01-15 21:20:00,B2.7,POINT(-77.0 23.0),0
gev_20110115_2232,2011-01-15 22:32:00,2011-01-15 22:38:00,2011-01-15 22:45:00,B3.3,POINT(-82.0 26.0),0
gev_20110115_2343,2011-01-15 23:43:00,2011-01-15 23:48:00,2011-01-15 23:52:00,B5.7,POINT(-78.0 22.0),0
gev_20110116_1039,2011-01-16 10:39:00,2011-01-16 10:48:00,2011-01-16 11:11:00,B1.4,POINT(-73.0 22.0),0
