flare_id, event_date, start_time         , peak_time          , end_time           , goes_class, goes_location, noaa_active_region, fl_location                   , x_hpc              , y_hpc              , y                   , x                    , centroids                     , fl_lat, fl_lon
       0, 2010-01-01, 2010-01-01 12:02:00, 2010-01-01 12:09:00, 2010-01-01 12:18:00, B1.9      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
       1, 2010-01-01, 2010-01-01 12:33:00, 2010-01-01 12:43:00, 2010-01-01 13:00:00, B2.3      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
       2, 2010-01-01, 2010-01-01 23:29:00, 2010-01-01 23:33:00, 2010-01-01 23:42:00, B1.1      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
       3, 2010-01-02, 2010-01-02 03:10:00, 2010-01-02 03:13:00, 2010-01-02 03:19:00, B1.1      , "(0, 0)"     ,              11039,                               ,                    ,                    ,                     ,                      ,                               ,       , 
       4, 2010-01-02, 2010-01-02 07:09:00, 2010-01-02 07:24:00, 2010-01-02 07:40:00, C1.0      , "(37, -29)"  ,              11039, "(37, -29)"                   , 515.2415327049395  , -436.1751361916002 , -0.48480962024633706, 0.5263592793013331   ,                               , -29.0 , 37.0
       5, 2010-01-02, 2010-01-02 07:58:00, 2010-01-02 08:05:00, 2010-01-02 08:13:00, B6.4      , "(37, -29)"  ,              11039, "(37, -29)"                   , 515.2416886864969  , -436.1265060381767 , -0.48480962024633706, 0.5263592793013331   ,                               , -29.0 , 37.0
       6, 2010-01-02, 2010-01-02 09:01:00, 2010-01-02 09:10:00, 2010-01-02 09:23:00, B4.5      , "(39, -29)"  ,              11039, "(39, -29)"                   , 538.7424249063477  , -437.0415085780524 , -0.48480962024633706, 0.5504160161168588   ,                               , -29.0 , 39.0
       7, 2010-01-02, 2010-01-02 11:59:00, 2010-01-02 12:09:00, 2010-01-02 12:24:00, B4.8      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
       8, 2010-01-02, 2010-01-02 14:08:00, 2010-01-02 14:16:00, 2010-01-02 14:24:00, C2.6      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
       9, 2010-01-02, 2010-01-02 22:39:00, 2010-01-02 22:46:00, 2010-01-02 22:55:00, B4.3      , "(44, -27)"  ,              11039, "(44, -27)"                   , 605.7037806270382  , -408.1962847553074 , -0.4539904997395468 , 0.6189451401610268   ,                               , -27.0 , 44.0
      10, 2010-01-02, 2010-01-02 22:57:00, 2010-01-02 23:19:00, 2010-01-02 23:35:00, C3.1      , "(48, -32)"  ,              11039, "(48, -32)"                   , 616.5378332658984  , -486.2633196970432 , -0.5299192642332049 , 0.6302225544146036   ,                               , -32.0 , 48.0
      11, 2010-01-03, 2010-01-03 01:17:00, 2010-01-03 01:22:00, 2010-01-03 01:31:00, C2.0      , "(52, -30)"  ,              11039, "(52, -30)"                   , 667.5050739611244  , -458.74705835997   , -0.49999999999999994, 0.6824373310787413   ,                               , -30.0 , 52.0
      12, 2010-01-03, 2010-01-03 03:53:00, 2010-01-03 04:07:00, 2010-01-03 04:21:00, B6.1      , "(0, 0)"     ,              11039,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      13, 2010-01-03, 2010-01-03 07:43:00, 2010-01-03 07:46:00, 2010-01-03 07:54:00, B1.5      , "(0, 0)"     ,              11039,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      14, 2010-01-03, 2010-01-03 10:50:00, 2010-01-03 11:03:00, 2010-01-03 11:09:00, B1.5      , "(0, 0)"     ,              11039,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      15, 2010-01-03, 2010-01-03 12:01:00, 2010-01-03 12:12:00, 2010-01-03 12:28:00, B7.1      , "(0, 0)"     ,              11039,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      16, 2010-01-03, 2010-01-03 14:43:00, 2010-01-03 14:48:00, 2010-01-03 14:51:00, B1.1      , "(0, 0)"     ,              11039,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      17, 2010-01-03, 2010-01-03 15:29:00, 2010-01-03 15:35:00, 2010-01-03 15:41:00, B1.3      , "(0, 0)"     ,              11039,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      18, 2010-01-03, 2010-01-03 15:52:00, 2010-01-03 16:03:00, 2010-01-03 16:13:00, B6.7      , "(58, -27)"  ,              11039, "(58, -27)"                   , 738.8605486745448  , -416.4780209940931 , -0.4539904997395468 , 0.7556163865008999   ,                               , -27.0 , 58.0
      19, 2010-01-03, 2010-01-03 18:59:00, 2010-01-03 19:02:00, 2010-01-03 19:04:00, B1.0      , "(0, 0)"     ,              11039,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      20, 2010-01-03, 2010-01-03 20:43:00, 2010-01-03 20:49:00, 2010-01-03 20:58:00, B3.3      , "(61, -27)"  ,              11039, "(61, -27)"                   , 761.8657588774247  , -418.49057762029565, -0.4539904997395468 , 0.7792918652449212   ,                               , -27.0 , 61.0
      21, 2010-01-04, 2010-01-04 03:36:00, 2010-01-04 03:40:00, 2010-01-04 03:42:00, C1.3      , "(65, -29)"  ,              11039, "(65, -29)"                   , 774.7267691265077  , -451.76656835923427, -0.48480962024633706, 0.7926746512761486   ,                               , -29.0 , 65.0
      22, 2010-01-04, 2010-01-04 10:00:00, 2010-01-04 10:04:00, 2010-01-04 10:08:00, B1.4      , "(0, 0)"     ,              11039,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      23, 2010-01-04, 2010-01-04 14:24:00, 2010-01-04 14:28:00, 2010-01-04 14:35:00, B1.4      , "(0, 0)"     ,              11039,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      24, 2010-01-04, 2010-01-04 19:51:00, 2010-01-04 19:56:00, 2010-01-04 20:02:00, B1.2      , "(0, 0)"     ,              11039,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      25, 2010-01-04, 2010-01-04 20:14:00, 2010-01-04 20:22:00, 2010-01-04 20:27:00, B1.3      , "(0, 0)"     ,              11039,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      26, 2010-01-05, 2010-01-05 08:46:00, 2010-01-05 08:52:00, 2010-01-05 08:57:00, B1.2      , "(0, 0)"     ,              11039,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      27, 2010-01-05, 2010-01-05 09:53:00, 2010-01-05 09:57:00, 2010-01-05 10:02:00, B1.2      , "(0, 0)"     ,              11039,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      28, 2010-01-06, 2010-01-06 02:57:00, 2010-01-06 03:00:00, 2010-01-06 03:07:00, B1.0      , "(0, 0)"     ,              11039,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      29, 2010-01-06, 2010-01-06 16:28:00, 2010-01-06 16:33:00, 2010-01-06 16:38:00, B1.3      , "(0, 0)"     ,              11040,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      30, 2010-01-06, 2010-01-06 16:40:00, 2010-01-06 16:45:00, 2010-01-06 16:47:00, B1.7      , "(0, 0)"     ,              11040,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      31, 2010-01-06, 2010-01-06 19:44:00, 2010-01-06 19:53:00, 2010-01-06 19:57:00, B5.5      , "(0, 0)"     ,              11040,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      32, 2010-01-07, 2010-01-07 21:23:00, 2010-01-07 21:28:00, 2010-01-07 21:35:00, B1.3      , "(0, 0)"     ,              11040,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      33, 2010-01-08, 2010-01-08 17:42:00, 2010-01-08 17:46:00, 2010-01-08 17:49:00, B1.4      , "(0, 0)"     ,              11040,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      34, 2010-01-09, 2010-01-09 06:06:00, 2010-01-09 06:10:00, 2010-01-09 06:13:00, B1.1      , "(0, 0)"     ,              11040,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      35, 2010-01-09, 2010-01-09 07:46:00, 2010-01-09 07:52:00, 2010-01-09 08:00:00, B2.1      , "(0, 0)"     ,              11040,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      36, 2010-01-09, 2010-01-09 08:40:00, 2010-01-09 08:48:00, 2010-01-09 08:56:00, B1.5      , "(0, 0)"     ,              11040,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      37, 2010-01-09, 2010-01-09 11:07:00, 2010-01-09 11:14:00, 2010-01-09 11:24:00, B3.6      , "(0, 0)"     ,              11040,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      38, 2010-01-09, 2010-01-09 12:41:00, 2010-01-09 12:45:00, 2010-01-09 12:57:00, B1.2      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      39, 2010-01-09, 2010-01-09 14:50:00, 2010-01-09 15:03:00, 2010-01-09 15:19:00, C1.0      , "(0, 0)"     ,              11040,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      40, 2010-01-09, 2010-01-09 22:24:00, 2010-01-09 22:58:00, 2010-01-09 23:23:00, B6.1      , "(0, 0)"     ,              11040,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      41, 2010-01-10, 2010-01-10 00:27:00, 2010-01-10 00:35:00, 2010-01-10 00:45:00, B2.5      , "(0, 0)"     ,              11040,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      42, 2010-01-10, 2010-01-10 01:40:00, 2010-01-10 02:50:00, 2010-01-10 03:08:00, B4.4      , "(-34, 30)"  ,              11040, "(-34, 30)"                   , -473.8809148813598 , 537.390378319234   , 0.49999999999999994 , -0.4842752600216462  ,                               , 30.0  , -34.0
      43, 2010-01-10, 2010-01-10 11:52:00, 2010-01-10 11:57:00, 2010-01-10 12:01:00, B3.7      , "(0, 0)"     ,              11040,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      44, 2010-01-10, 2010-01-10 15:39:00, 2010-01-10 15:42:00, 2010-01-10 15:45:00, B1.1      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      45, 2010-01-10, 2010-01-10 17:56:00, 2010-01-10 18:00:00, 2010-01-10 18:07:00, B1.9      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      46, 2010-01-10, 2010-01-10 22:52:00, 2010-01-10 22:57:00, 2010-01-10 23:04:00, B2.3      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      47, 2010-01-11, 2010-01-11 01:41:00, 2010-01-11 01:50:00, 2010-01-11 01:53:00, B2.7      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      48, 2010-01-11, 2010-01-11 01:55:00, 2010-01-11 01:58:00, 2010-01-11 02:02:00, B3.9      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      49, 2010-01-11, 2010-01-11 04:48:00, 2010-01-11 04:54:00, 2010-01-11 05:05:00, B2.7      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      50, 2010-01-11, 2010-01-11 06:05:00, 2010-01-11 06:19:00, 2010-01-11 06:34:00, B6.8      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      51, 2010-01-11, 2010-01-11 08:00:00, 2010-01-11 08:05:00, 2010-01-11 08:11:00, B1.9      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      52, 2010-01-11, 2010-01-11 09:08:00, 2010-01-11 09:11:00, 2010-01-11 09:13:00, B1.3      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      53, 2010-01-11, 2010-01-11 11:16:00, 2010-01-11 12:01:00, 2010-01-11 12:16:00, B6.1      , "(0, 0)"     ,              11040,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      54, 2010-01-11, 2010-01-11 13:50:00, 2010-01-11 13:56:00, 2010-01-11 14:01:00, B9.1      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      55, 2010-01-11, 2010-01-11 14:27:00, 2010-01-11 14:36:00, 2010-01-11 14:48:00, B5.4      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      56, 2010-01-11, 2010-01-11 16:21:00, 2010-01-11 16:27:00, 2010-01-11 16:45:00, B3.9      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      57, 2010-01-12, 2010-01-12 12:33:00, 2010-01-12 13:20:00, 2010-01-12 13:34:00, C1.1      , "(0, 0)"     ,              11040,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      58, 2010-01-12, 2010-01-12 17:33:00, 2010-01-12 17:36:00, 2010-01-12 17:39:00, B2.7      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      59, 2010-01-12, 2010-01-12 19:07:00, 2010-01-13 00:46:00, 2010-01-13 02:14:00, B1.7      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      60, 2010-01-13, 2010-01-13 14:59:00, 2010-01-13 15:04:00, 2010-01-13 15:09:00, B2.5      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      61, 2010-01-13, 2010-01-13 19:34:00, 2010-01-13 19:38:00, 2010-01-13 19:40:00, B2.1      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      62, 2010-01-14, 2010-01-14 01:15:00, 2010-01-14 01:21:00, 2010-01-14 01:26:00, B3.0      , "(18, 26)"   ,              11040, "(18, 26)"                    , 271.907348330509   , 492.6986767189664  , 0.43837114678907746 , 0.2777426347494659   ,                               , 26.0  , 18.0
      63, 2010-01-14, 2010-01-14 03:34:00, 2010-01-14 03:39:00, 2010-01-14 03:48:00, B1.8      , "(0, 0)"     ,              11040,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      64, 2010-01-14, 2010-01-14 04:28:00, 2010-01-14 04:36:00, 2010-01-14 04:47:00, B2.2      , "(0, 0)"     ,              11040,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      65, 2010-01-14, 2010-01-14 18:57:00, 2010-01-14 21:39:00, 2010-01-14 22:23:00, B8.1      , "(0, 0)"     ,              11040,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      66, 2010-01-15, 2010-01-15 07:22:00, 2010-01-15 08:41:00, 2010-01-15 10:22:00, C1.3      , "(0, 0)"     ,              11040,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      67, 2010-01-16, 2010-01-16 12:28:00, 2010-01-16 12:40:00, 2010-01-16 13:00:00, B3.9      , "(0, 0)"     ,              11040,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      68, 2010-01-16, 2010-01-16 17:16:00, 2010-01-16 17:23:00, 2010-01-16 17:26:00, B1.9      , "(0, 0)"     ,              11040,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      69, 2010-01-16, 2010-01-16 18:27:00, 2010-01-16 18:30:00, 2010-01-16 18:32:00, B3.5      , "(0, 0)"     ,              11040,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      70, 2010-01-16, 2010-01-16 20:52:00, 2010-01-16 20:57:00, 2010-01-16 21:00:00, B1.5      , "(0, 0)"     ,              11040,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      71, 2010-01-17, 2010-01-17 19:38:00, 2010-01-17 19:43:00, 2010-01-17 19:50:00, B4.2      , "(0, 0)"     ,              11040,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      72, 2010-01-17, 2010-01-17 20:20:00, 2010-01-17 20:25:00, 2010-01-17 20:30:00, B6.1      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      73, 2010-01-17, 2010-01-17 22:12:00, 2010-01-17 22:33:00, 2010-01-17 22:41:00, C2.1      , "(0, 0)"     ,              11040,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      74, 2010-01-18, 2010-01-18 03:01:00, 2010-01-18 03:30:00, 2010-01-18 04:05:00, B7.5      , "(0, 0)"     ,              11040,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      75, 2010-01-18, 2010-01-18 05:32:00, 2010-01-18 05:54:00, 2010-01-18 06:07:00, B8.4      , "(0, 0)"     ,              11040,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      76, 2010-01-18, 2010-01-18 19:54:00, 2010-01-18 20:39:00, 2010-01-18 21:06:00, C4.9      , "(0, 0)"     ,              11041,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      77, 2010-01-18, 2010-01-18 22:22:00, 2010-01-18 22:25:00, 2010-01-18 22:28:00, B6.8      , "(0, 0)"     ,              11041,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      78, 2010-01-19, 2010-01-19 06:14:00, 2010-01-19 06:18:00, 2010-01-19 06:36:00, B5.8      , "(0, 0)"     ,              11041,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      79, 2010-01-19, 2010-01-19 07:03:00, 2010-01-19 07:11:00, 2010-01-19 07:17:00, B8.3      , "(0, 0)"     ,              11040,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      80, 2010-01-19, 2010-01-19 08:34:00, 2010-01-19 08:45:00, 2010-01-19 09:14:00, C5.2      , "(0, 0)"     ,              11040,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      81, 2010-01-19, 2010-01-19 10:25:00, 2010-01-19 10:29:00, 2010-01-19 10:36:00, C1.1      , "(0, 0)"     ,              11041,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      82, 2010-01-19, 2010-01-19 13:03:00, 2010-01-19 13:41:00, 2010-01-19 13:50:00, M2.3      , "(0, 0)"     ,              11041,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      83, 2010-01-19, 2010-01-19 15:32:00, 2010-01-19 15:36:00, 2010-01-19 15:43:00, C2.3      , "(0, 0)"     ,              11041,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      84, 2010-01-19, 2010-01-19 17:44:00, 2010-01-19 17:55:00, 2010-01-19 18:21:00, C5.1      , "(0, 0)"     ,              11041,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      85, 2010-01-19, 2010-01-19 20:23:00, 2010-01-19 20:35:00, 2010-01-19 20:46:00, M1.7      , "(0, 0)"     ,              11041,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      86, 2010-01-19, 2010-01-19 22:23:00, 2010-01-19 22:33:00, 2010-01-19 22:40:00, C4.5      , "(0, 0)"     ,              11041,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      87, 2010-01-19, 2010-01-19 23:17:00, 2010-01-19 23:26:00, 2010-01-19 23:38:00, C2.2      , "(-92, -25)" ,              11041, "(-92, -25)"                  , -882.96605185722   , -413.10074415330666, -0.42261826174069944, -0.9057556888204041  ,                               , -25.0 , -92.0
      88, 2010-01-20, 2010-01-20 00:10:00, 2010-01-20 00:22:00, 2010-01-20 00:30:00, C4.0      , "(0, 0)"     ,              11041,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      89, 2010-01-20, 2010-01-20 02:47:00, 2010-01-20 02:53:00, 2010-01-20 03:02:00, C1.7      , "(0, 0)"     ,              11041,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      90, 2010-01-20, 2010-01-20 04:48:00, 2010-01-20 04:57:00, 2010-01-20 05:03:00, C5.0      , "(0, 0)"     ,              11041,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      91, 2010-01-20, 2010-01-20 06:10:00, 2010-01-20 06:18:00, 2010-01-20 06:28:00, C3.9      , "(0, 0)"     ,              11041,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      92, 2010-01-20, 2010-01-20 06:45:00, 2010-01-20 07:27:00, 2010-01-20 07:34:00, M1.0      , "(-87, -24)" ,              11041, "(-87, -24)"                  , -889.6451856559142 , -390.9949030287083 , -0.4067366430758002 , -0.9122934753427847  ,                               , -24.0 , -87.0
      93, 2010-01-20, 2010-01-20 07:42:00, 2010-01-20 07:49:00, 2010-01-20 07:53:00, M1.6      , "(-88, -24)" ,              11041, "(-88, -24)"                  , -890.2539069561753 , -392.32717281084376, -0.4067366430758002 , -0.9129889504329772  ,                               , -24.0 , -88.0
      94, 2010-01-20, 2010-01-20 09:13:00, 2010-01-20 09:29:00, 2010-01-20 09:41:00, C3.7      , "(-88, -24)" ,              11041, "(-88, -24)"                  , -890.2495902345981 , -392.3185542477777 , -0.4067366430758002 , -0.9129889504329772  ,                               , -24.0 , -88.0
      95, 2010-01-20, 2010-01-20 10:46:00, 2010-01-20 10:59:00, 2010-01-20 11:10:00, M1.8      , "(0, 0)"     ,              11041,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      96, 2010-01-20, 2010-01-20 12:28:00, 2010-01-20 12:32:00, 2010-01-20 12:36:00, C3.9      , "(0, 0)"     ,              11041,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      97, 2010-01-20, 2010-01-20 13:19:00, 2010-01-20 13:25:00, 2010-01-20 13:44:00, C1.3      , "(0, 0)"     ,              11041,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      98, 2010-01-20, 2010-01-20 14:29:00, 2010-01-20 14:41:00, 2010-01-20 14:46:00, B9.2      , "(0, 0)"     ,              11041,                               ,                    ,                    ,                     ,                      ,                               ,       , 
      99, 2010-01-20, 2010-01-20 15:10:00, 2010-01-20 15:20:00, 2010-01-20 15:28:00, C2.2      , "(0, 0)"     ,              11041,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     100, 2010-01-20, 2010-01-20 15:43:00, 2010-01-20 15:46:00, 2010-01-20 15:48:00, B9.4      , "(0, 0)"     ,              11041,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     101, 2010-01-20, 2010-01-20 17:10:00, 2010-01-20 17:13:00, 2010-01-20 17:18:00, B6.9      , "(0, 0)"     ,              11041,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     102, 2010-01-20, 2010-01-20 17:28:00, 2010-01-20 17:33:00, 2010-01-20 17:35:00, C1.0      , "(-83, -26)" ,              11041, "(-83, -26)"                  , -870.1823745830916 , -416.4355017847669 , -0.43837114678907746, -0.8920945717723704  ,                               , -26.0 , -83.0
     103, 2010-01-20, 2010-01-20 17:50:00, 2010-01-20 17:55:00, 2010-01-20 18:00:00, M3.4      , "(-81, -26)" ,              11041, "(-81, -26)"                  , -866.0491975469049 , -413.80262203036415, -0.43837114678907746, -0.8877284001260137  ,                               , -26.0 , -81.0
     104, 2010-01-20, 2010-01-20 20:47:00, 2010-01-20 20:51:00, 2010-01-20 20:55:00, B6.0      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     105, 2010-01-20, 2010-01-20 21:57:00, 2010-01-20 22:13:00, 2010-01-20 22:53:00, B6.7      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     106, 2010-01-21, 2010-01-21 00:21:00, 2010-01-21 00:26:00, 2010-01-21 00:29:00, B7.9      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     107, 2010-01-21, 2010-01-21 01:16:00, 2010-01-21 01:20:00, 2010-01-21 01:24:00, C4.9      , "(-79, -24)" ,              11041, "(-79, -24)"                  , -874.9670283130836 , -380.08862989201714, -0.4067366430758002 , -0.8967610545371135  ,                               , -24.0 , -79.0
     108, 2010-01-21, 2010-01-21 03:49:00, 2010-01-21 03:54:00, 2010-01-21 03:58:00, C2.3      , "(0, 0)"     ,              11041,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     109, 2010-01-21, 2010-01-21 10:42:00, 2010-01-21 10:49:00, 2010-01-21 10:53:00, C1.2      , "(0, 0)"     ,              11041,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     110, 2010-01-21, 2010-01-21 16:53:00, 2010-01-21 17:33:00, 2010-01-21 18:31:00, B4.6      , "(0, 0)"     ,              11041,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     111, 2010-01-22, 2010-01-22 02:57:00, 2010-01-22 03:01:00, 2010-01-22 03:09:00, B1.7      , "(0, 0)"     ,              11041,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     112, 2010-01-22, 2010-01-22 10:48:00, 2010-01-22 10:53:00, 2010-01-22 10:55:00, B5.6      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     113, 2010-01-22, 2010-01-22 11:05:00, 2010-01-22 11:09:00, 2010-01-22 11:18:00, B3.0      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     114, 2010-01-22, 2010-01-22 15:48:00, 2010-01-22 15:55:00, 2010-01-22 16:02:00, B3.0      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     115, 2010-01-22, 2010-01-22 16:37:00, 2010-01-22 16:40:00, 2010-01-22 16:44:00, B2.1      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     116, 2010-01-22, 2010-01-22 17:07:00, 2010-01-22 17:11:00, 2010-01-22 17:14:00, B9.6      , "(0, 0)"     ,              11041,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     117, 2010-01-22, 2010-01-22 20:18:00, 2010-01-22 20:22:00, 2010-01-22 20:25:00, B1.3      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     118, 2010-01-22, 2010-01-22 21:24:00, 2010-01-22 21:33:00, 2010-01-22 21:36:00, B2.8      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     119, 2010-01-22, 2010-01-22 22:42:00, 2010-01-22 22:46:00, 2010-01-22 22:51:00, B1.7      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     120, 2010-01-23, 2010-01-23 00:11:00, 2010-01-23 00:21:00, 2010-01-23 00:28:00, B2.3      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     121, 2010-01-23, 2010-01-23 01:14:00, 2010-01-23 01:19:00, 2010-01-23 01:24:00, B2.8      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     122, 2010-01-23, 2010-01-23 05:38:00, 2010-01-23 05:44:00, 2010-01-23 05:49:00, B2.4      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     123, 2010-01-23, 2010-01-23 06:32:00, 2010-01-23 06:36:00, 2010-01-23 06:44:00, B1.9      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     124, 2010-01-23, 2010-01-23 07:42:00, 2010-01-23 07:48:00, 2010-01-23 07:54:00, B4.4      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     125, 2010-01-23, 2010-01-23 13:22:00, 2010-01-23 13:31:00, 2010-01-23 13:38:00, B2.2      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     126, 2010-01-23, 2010-01-23 16:08:00, 2010-01-23 16:12:00, 2010-01-23 16:17:00, B3.8      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     127, 2010-01-23, 2010-01-23 16:51:00, 2010-01-23 16:56:00, 2010-01-23 16:59:00, B2.5      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     128, 2010-01-23, 2010-01-23 21:01:00, 2010-01-23 21:06:00, 2010-01-23 21:11:00, B2.5      , "(0, 0)"     ,              11042,                               ,                    ,                    ,                     ,                      ,                               ,       , 
