flare_id, event_date, start_time         , peak_time          , end_time           , goes_class, goes_location, noaa_active_region, fl_location                   , x_hpc              , y_hpc              , y                   , x                    , centroids                     , fl_lat, fl_lon
     352, 2010-03-15, 2010-03-15 18:00:00, 2010-03-15 18:03:00, 2010-03-15 18:06:00, B2.4      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     353, 2010-03-15, 2010-03-15 20:54:00, 2010-03-15 20:58:00, 2010-03-15 21:00:00, B1.8      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     354, 2010-03-15, 2010-03-15 21:49:00, 2010-03-15 21:53:00, 2010-03-15 21:56:00, B2.7      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     355, 2010-03-17, 2010-03-17 12:46:00, 2010-03-17 12:51:00, 2010-03-17 13:02:00, B1.6      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     356, 2010-03-17, 2010-03-17 15:21:00, 2010-03-17 15:24:00, 2010-03-17 15:28:00, B1.0      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     357, 2010-03-18, 2010-03-18 05:43:00, 2010-03-18 06:10:00, 2010-03-18 06:28:00, B4.0      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     358, 2010-03-18, 2010-03-18 11:09:00, 2010-03-18 11:15:00, 2010-03-18 11:18:00, B5.3      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     359, 2010-03-18, 2010-03-18 12:33:00, 2010-03-18 12:53:00, 2010-03-18 13:06:00, B7.5      , "(0, 0)"     ,              11054,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     360, 2010-03-18, 2010-03-18 14:08:00, 2010-03-18 14:11:00, 2010-03-18 14:15:00, B2.1      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     361, 2010-03-18, 2010-03-18 14:34:00, 2010-03-18 14:43:00, 2010-03-18 14:50:00, B5.4      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     362, 2010-03-18, 2010-03-18 18:00:00, 2010-03-18 18:12:00, 2010-03-18 18:20:00, B3.9      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     363, 2010-03-18, 2010-03-18 22:43:00, 2010-03-18 22:48:00, 2010-03-18 22:51:00, B1.2      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     364, 2010-03-18, 2010-03-18 22:56:00, 2010-03-18 23:08:00, 2010-03-18 23:15:00, B7.0      , "(57, 19)"   ,              11054, "(57, 19)"                    , 765.796379037935   , 373.33503143853636 , 0.3255681544571567  , 0.7929786008008274   ,                               , 19.0  , 57.0
     365, 2010-03-19, 2010-03-19 04:55:00, 2010-03-19 04:58:00, 2010-03-19 05:04:00, B1.4      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     366, 2010-03-19, 2010-03-19 08:32:00, 2010-03-19 08:35:00, 2010-03-19 08:45:00, B1.2      , "(61, 15)"   ,              11054, "(61, 15)"                    , 815.6229655557567  , 303.6396449840278  , 0.25881904510252074 , 0.8448177633073237   ,                               , 15.0  , 61.0
     367, 2010-03-20, 2010-03-20 21:45:00, 2010-03-20 21:58:00, 2010-03-20 22:07:00, B4.2      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     368, 2010-03-20, 2010-03-20 23:04:00, 2010-03-20 23:12:00, 2010-03-20 23:22:00, B8.1      , "(-6, 17)"   ,              11056, "(-6, 17)"                    , -96.67945302161388 , 393.15123430213487 , 0.29237170472273677 , -0.09996106655636447 ,                               , 17.0  , -6.0
     369, 2010-03-21, 2010-03-21 00:09:00, 2010-03-21 00:18:00, 2010-03-21 00:25:00, B5.5      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     370, 2010-03-21, 2010-03-21 00:42:00, 2010-03-21 00:46:00, 2010-03-21 00:48:00, B3.8      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     371, 2010-03-21, 2010-03-21 01:12:00, 2010-03-21 01:24:00, 2010-03-21 01:33:00, B6.5      , "(-4, 18)"   ,              11056, "(-4, 18)"                    , -64.16152657591738 , 408.79309454021455 , 0.3090169943749474  , -0.06634234890812216 ,                               , 18.0  , -4.0
     372, 2010-03-21, 2010-03-21 02:21:00, 2010-03-21 02:29:00, 2010-03-21 02:38:00, B3.0      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     373, 2010-03-21, 2010-03-21 04:47:00, 2010-03-21 05:04:00, 2010-03-21 05:18:00, B4.6      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     374, 2010-03-21, 2010-03-21 05:56:00, 2010-03-21 06:00:00, 2010-03-21 06:03:00, B3.2      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     375, 2010-03-21, 2010-03-21 08:31:00, 2010-03-21 09:00:00, 2010-03-21 09:16:00, B6.8      , "(0, 0)"     ,              11056,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     376, 2010-03-21, 2010-03-21 14:26:00, 2010-03-21 14:31:00, 2010-03-21 14:42:00, B1.6      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     377, 2010-03-21, 2010-03-21 17:52:00, 2010-03-21 18:17:00, 2010-03-21 18:31:00, B2.2      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     378, 2010-03-21, 2010-03-21 20:06:00, 2010-03-21 20:14:00, 2010-03-21 20:17:00, B1.3      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     379, 2010-03-21, 2010-03-21 23:40:00, 2010-03-21 23:45:00, 2010-03-21 23:48:00, B1.6      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     380, 2010-03-22, 2010-03-22 00:09:00, 2010-03-22 00:12:00, 2010-03-22 00:14:00, B1.0      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     381, 2010-03-22, 2010-03-22 01:39:00, 2010-03-22 01:44:00, 2010-03-22 01:48:00, B1.3      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     382, 2010-03-22, 2010-03-22 04:10:00, 2010-03-22 04:13:00, 2010-03-22 04:19:00, B1.0      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     383, 2010-03-22, 2010-03-22 16:07:00, 2010-03-22 16:10:00, 2010-03-22 16:13:00, B1.0      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     384, 2010-03-23, 2010-03-23 08:59:00, 2010-03-23 09:10:00, 2010-03-23 09:17:00, B2.5      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     385, 2010-03-23, 2010-03-23 14:44:00, 2010-03-23 14:47:00, 2010-03-23 14:49:00, B2.5      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     386, 2010-03-23, 2010-03-23 18:58:00, 2010-03-23 19:21:00, 2010-03-23 20:00:00, B5.9      , "(0, 0)"     ,              11057,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     387, 2010-03-23, 2010-03-23 22:58:00, 2010-03-23 23:01:00, 2010-03-23 23:03:00, B2.7      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     388, 2010-03-24, 2010-03-24 13:26:00, 2010-03-24 13:30:00, 2010-03-24 13:34:00, B1.3      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     389, 2010-03-24, 2010-03-24 13:55:00, 2010-03-24 13:58:00, 2010-03-24 14:01:00, B1.4      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     390, 2010-03-24, 2010-03-24 14:31:00, 2010-03-24 14:34:00, 2010-03-24 14:41:00, B1.8      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     391, 2010-03-24, 2010-03-24 16:09:00, 2010-03-24 16:14:00, 2010-03-24 16:19:00, B1.8      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     392, 2010-03-25, 2010-03-25 03:51:00, 2010-03-25 04:33:00, 2010-03-25 04:55:00, B7.3      , "(0, 0)"     ,              11057,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     393, 2010-03-25, 2010-03-25 07:52:00, 2010-03-25 07:55:00, 2010-03-25 07:58:00, B1.2      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     394, 2010-03-25, 2010-03-25 10:53:00, 2010-03-25 11:06:00, 2010-03-25 11:16:00, B3.2      , "(0, 0)"     ,              11057,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     395, 2010-03-25, 2010-03-25 14:03:00, 2010-03-25 14:13:00, 2010-03-25 14:25:00, B3.6      , "(-49, 16)"  ,              11057, "(-49, 16)"                   , -699.7212210204452 , 336.5824191947268  , 0.27563735581699916 , -0.7254734110258385  ,                               , 16.0  , -49.0
     396, 2010-03-25, 2010-03-25 14:32:00, 2010-03-25 14:37:00, 2010-03-25 14:43:00, B6.0      , "(0, 0)"     ,              11057,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     397, 2010-03-25, 2010-03-25 15:00:00, 2010-03-25 15:04:00, 2010-03-25 15:09:00, B4.5      , "(0, 0)"     ,              11057,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     398, 2010-03-25, 2010-03-25 22:39:00, 2010-03-25 22:44:00, 2010-03-25 22:47:00, B1.7      , "(0, 0)"     ,              11057,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     399, 2010-03-26, 2010-03-26 02:14:00, 2010-03-26 02:23:00, 2010-03-26 02:41:00, B3.0      , "(0, 0)"     ,              11057,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     400, 2010-03-26, 2010-03-26 19:04:00, 2010-03-26 19:22:00, 2010-03-26 19:34:00, B1.3      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     401, 2010-03-26, 2010-03-26 21:08:00, 2010-03-26 21:16:00, 2010-03-26 21:19:00, C2.5      , "(0, 0)"     ,              11057,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     402, 2010-03-26, 2010-03-26 22:34:00, 2010-03-26 22:38:00, 2010-03-26 22:42:00, B2.0      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     403, 2010-03-26, 2010-03-26 23:34:00, 2010-03-26 23:38:00, 2010-03-26 23:41:00, B3.1      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     404, 2010-03-27, 2010-03-27 00:08:00, 2010-03-27 00:11:00, 2010-03-27 00:15:00, B2.1      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     405, 2010-03-27, 2010-03-27 01:40:00, 2010-03-27 01:43:00, 2010-03-27 01:47:00, B1.7      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     406, 2010-03-27, 2010-03-27 01:49:00, 2010-03-27 01:52:00, 2010-03-27 01:54:00, B2.6      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     407, 2010-03-27, 2010-03-27 04:34:00, 2010-03-27 04:37:00, 2010-03-27 04:41:00, B2.1      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     408, 2010-03-27, 2010-03-27 05:12:00, 2010-03-27 05:15:00, 2010-03-27 05:18:00, C1.2      , "(0, 0)"     ,              11057,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     409, 2010-03-27, 2010-03-27 07:54:00, 2010-03-27 07:57:00, 2010-03-27 08:00:00, C2.0      , "(-27, 15)"  ,              11057, "(-27, 15)"                   , -423.2052959636785 , 346.1411187629947  , 0.25881904510252074 , -0.4385211485883088  ,                               , 15.0  , -27.0
     410, 2010-03-27, 2010-03-27 09:40:00, 2010-03-27 09:43:00, 2010-03-27 09:46:00, B2.4      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     411, 2010-03-27, 2010-03-27 10:05:00, 2010-03-27 10:14:00, 2010-03-27 10:18:00, C1.5      , "(0, 0)"     ,              11057,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     412, 2010-03-27, 2010-03-27 12:17:00, 2010-03-27 12:21:00, 2010-03-27 12:24:00, B3.1      , "(0, 0)"     ,              11057,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     413, 2010-03-27, 2010-03-27 13:03:00, 2010-03-27 13:14:00, 2010-03-27 13:22:00, B1.8      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     414, 2010-03-27, 2010-03-27 18:23:00, 2010-03-27 18:29:00, 2010-03-27 18:33:00, C3.8      , "(-22, 14)"  ,              11057, "(-22, 14)"                   , -350.8080395839643 , 334.13134934695887 , 0.24192189559966773 , -0.3634791766262693  ,                               , 14.0  , -22.0
     415, 2010-03-28, 2010-03-28 01:24:00, 2010-03-28 01:28:00, 2010-03-28 01:32:00, B1.4      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     416, 2010-03-28, 2010-03-28 03:27:00, 2010-03-28 03:34:00, 2010-03-28 03:39:00, B3.8      , "(0, 0)"     ,              11057,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     417, 2010-03-28, 2010-03-28 05:39:00, 2010-03-28 05:44:00, 2010-03-28 05:48:00, B4.0      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     418, 2010-03-28, 2010-03-28 09:32:00, 2010-03-28 09:37:00, 2010-03-28 09:40:00, B3.3      , "(-12, 16)"  ,              11057, "(-12, 16)"                   , -192.8888854701072 , 370.6192140806006  , 0.27563735581699916 , -0.19985754452088275 ,                               , 16.0  , -12.0
     419, 2010-03-28, 2010-03-28 10:47:00, 2010-03-28 10:53:00, 2010-03-28 10:58:00, B2.8      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     420, 2010-03-28, 2010-03-28 11:39:00, 2010-03-28 11:46:00, 2010-03-28 11:54:00, B2.4      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     421, 2010-03-30, 2010-03-30 12:35:00, 2010-03-30 12:40:00, 2010-03-30 12:44:00, B1.3      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     422, 2010-04-02, 2010-04-02 23:57:00, 2010-04-03 00:02:00, 2010-04-03 00:04:00, B1.7      , "(0, 0)"     ,              11057,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     423, 2010-04-03, 2010-04-03 09:04:00, 2010-04-03 09:54:00, 2010-04-03 10:58:00, B7.4      , "(0, 0)"     ,              11059,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     424, 2010-04-05, 2010-04-05 00:43:00, 2010-04-05 00:48:00, 2010-04-05 00:53:00, B1.4      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     425, 2010-04-05, 2010-04-05 08:45:00, 2010-04-05 08:50:00, 2010-04-05 08:53:00, B1.1      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     426, 2010-04-05, 2010-04-05 11:19:00, 2010-04-05 11:23:00, 2010-04-05 11:28:00, B1.3      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     427, 2010-04-05, 2010-04-05 12:44:00, 2010-04-05 12:49:00, 2010-04-05 12:54:00, B1.8      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     428, 2010-04-05, 2010-04-05 16:52:00, 2010-04-05 16:57:00, 2010-04-05 17:08:00, B1.1      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     429, 2010-04-06, 2010-04-06 03:53:00, 2010-04-06 04:02:00, 2010-04-06 04:10:00, B1.5      , "(0, 0)"     ,              11060,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     430, 2010-04-08, 2010-04-08 02:30:00, 2010-04-08 03:25:00, 2010-04-08 03:50:00, B3.7      , "(0, 0)"     ,              11060,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     431, 2010-04-09, 2010-04-09 04:44:00, 2010-04-09 04:55:00, 2010-04-09 05:02:00, B3.7      , "(-1, 24)"   ,              11060, "(-1, 24)"                    , -15.332182340323925, 481.5960532150522  , 0.4067366430758002  , -0.01594356662571284 ,                               , 24.0  , -1.0
     432, 2010-04-09, 2010-04-09 20:18:00, 2010-04-09 20:21:00, 2010-04-09 20:23:00, B1.0      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     433, 2010-04-09, 2010-04-09 20:32:00, 2010-04-09 20:35:00, 2010-04-09 20:40:00, B1.0      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     434, 2010-04-13, 2010-04-13 04:39:00, 2010-04-13 04:43:00, 2010-04-13 04:49:00, B3.7      , "(0, 0)"     ,              11062,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     435, 2010-04-17, 2010-04-17 04:37:00, 2010-04-17 05:57:00, 2010-04-17 07:12:00, B2.1      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     436, 2010-04-17, 2010-04-17 21:34:00, 2010-04-18 02:18:00, 2010-04-18 04:16:00, B1.3      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     437, 2010-04-24, 2010-04-24 22:56:00, 2010-04-24 23:01:00, 2010-04-24 23:07:00, B1.1      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     438, 2010-04-30, 2010-04-30 00:17:00, 2010-04-30 00:21:00, 2010-04-30 00:27:00, B1.8      , "(0, 0)"     ,              11064,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     439, 2010-04-30, 2010-04-30 19:28:00, 2010-04-30 19:34:00, 2010-04-30 19:38:00, C2.2      , "(0, 0)"     ,              11067,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     440, 2010-05-01, 2010-05-01 01:34:00, 2010-05-01 01:39:00, 2010-05-01 01:43:00, C5.7      , "(-73, 23)"  ,              11067, "(-73, 23)"                   , -839.0795797728933 , 390.1641100270651  , 0.39073112848927377 , -0.8802831692436257  ,                               , 23.0  , -73.0
     441, 2010-05-01, 2010-05-01 05:23:00, 2010-05-01 05:27:00, 2010-05-01 05:31:00, B1.6      , "(0, 0)"     ,              11064,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     442, 2010-05-01, 2010-05-01 09:48:00, 2010-05-01 09:52:00, 2010-05-01 09:59:00, B1.0      , "(0, 0)"     ,              11067,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     443, 2010-05-02, 2010-05-02 06:03:00, 2010-05-02 06:09:00, 2010-05-02 06:18:00, B2.9      , "(0, 0)"     ,              11067,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     444, 2010-05-02, 2010-05-02 10:02:00, 2010-05-02 10:09:00, 2010-05-02 10:15:00, B3.8      , "(0, 0)"     ,              11067,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     445, 2010-05-02, 2010-05-02 15:09:00, 2010-05-02 15:14:00, 2010-05-02 15:20:00, B1.1      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     446, 2010-05-02, 2010-05-02 16:22:00, 2010-05-02 16:26:00, 2010-05-02 16:29:00, B1.9      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     447, 2010-05-02, 2010-05-02 17:55:00, 2010-05-02 17:59:00, 2010-05-02 18:10:00, B1.2      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     448, 2010-05-02, 2010-05-02 20:55:00, 2010-05-02 21:00:00, 2010-05-02 21:03:00, B1.4      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     449, 2010-05-02, 2010-05-02 21:42:00, 2010-05-02 21:53:00, 2010-05-02 21:58:00, B1.5      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     450, 2010-05-03, 2010-05-03 12:52:00, 2010-05-03 12:57:00, 2010-05-03 13:02:00, B2.0      , "(0, 0)"     ,              11063,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     451, 2010-05-03, 2010-05-03 13:38:00, 2010-05-03 13:41:00, 2010-05-03 13:43:00, B1.5      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     452, 2010-05-03, 2010-05-03 15:00:00, 2010-05-03 15:04:00, 2010-05-03 15:07:00, B1.4      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     453, 2010-05-03, 2010-05-03 21:50:00, 2010-05-03 21:53:00, 2010-05-03 21:56:00, B1.0      , "(0, 0)"     ,              11066,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     454, 2010-05-04, 2010-05-04 04:42:00, 2010-05-04 04:46:00, 2010-05-04 04:49:00, B1.7      , "(0, 0)"     ,              11068,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     455, 2010-05-04, 2010-05-04 11:00:00, 2010-05-04 11:18:00, 2010-05-04 11:32:00, B2.0      , "(0, 0)"     ,              11069,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     456, 2010-05-04, 2010-05-04 12:05:00, 2010-05-04 12:09:00, 2010-05-04 12:12:00, B1.3      , "(0, 0)"     ,              11069,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     457, 2010-05-04, 2010-05-04 12:39:00, 2010-05-04 12:44:00, 2010-05-04 12:51:00, B1.7      , "(0, 0)"     ,              11069,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     458, 2010-05-04, 2010-05-04 14:13:00, 2010-05-04 14:20:00, 2010-05-04 14:25:00, B2.4      , "(0, 0)"     ,              11069,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     459, 2010-05-04, 2010-05-04 16:15:00, 2010-05-04 16:29:00, 2010-05-04 16:34:00, C3.6      , "(23, 41)"   ,              11069, "(23, 41)"                    , 281.3614155226297  , 668.674210480447   , 0.6560590289905073  , 0.2948885259621098   ,                               , 41.0  , 23.0
     460, 2010-05-04, 2010-05-04 19:11:00, 2010-05-05 00:23:00, 2010-05-05 00:34:00, B1.6      , "(0, 0)"     ,              11069,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     461, 2010-05-05, 2010-05-05 00:55:00, 2010-05-05 01:05:00, 2010-05-05 01:11:00, B1.6      , "(0, 0)"     ,              11069,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     462, 2010-05-05, 2010-05-05 07:09:00, 2010-05-05 07:16:00, 2010-05-05 07:20:00, C2.3      , "(0, 0)"     ,              11069,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     463, 2010-05-05, 2010-05-05 08:35:00, 2010-05-05 08:39:00, 2010-05-05 08:41:00, B2.4      , "(0, 0)"     ,              11069,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     464, 2010-05-05, 2010-05-05 11:37:00, 2010-05-05 11:52:00, 2010-05-05 11:58:00, C8.8      , "(0, 0)"     ,              11069,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     465, 2010-05-05, 2010-05-05 13:00:00, 2010-05-05 13:04:00, 2010-05-05 13:07:00, B3.4      , "(0, 0)"     ,              11069,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     466, 2010-05-05, 2010-05-05 16:11:00, 2010-05-05 16:18:00, 2010-05-05 16:29:00, B4.0      , "(0, 0)"     ,              11066,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     467, 2010-05-05, 2010-05-05 17:13:00, 2010-05-05 17:19:00, 2010-05-05 17:22:00, M1.2      , "(37, 42)"   ,              11069, "(37, 42)"                    , 426.4106652635308  , 673.2103776490553  , 0.6691306063588582  , 0.44723572035000286  ,                               , 42.0  , 37.0
     468, 2010-05-05, 2010-05-05 18:38:00, 2010-05-05 18:43:00, 2010-05-05 18:48:00, B7.3      , "(0, 0)"     ,              11069,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     469, 2010-05-06, 2010-05-06 15:09:00, 2010-05-06 15:13:00, 2010-05-06 15:17:00, B1.4      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     470, 2010-05-07, 2010-05-07 00:30:00, 2010-05-07 00:34:00, 2010-05-07 00:36:00, B1.1      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     471, 2010-05-07, 2010-05-07 05:55:00, 2010-05-07 05:58:00, 2010-05-07 06:00:00, B1.2      , "(50, 41)"   ,              11069, "(50, 41)"                    , 550.7441206826768  , 652.336299134304   , 0.6560590289905073  , 0.578141080098311    ,                               , 41.0  , 50.0
     472, 2010-05-07, 2010-05-07 07:29:00, 2010-05-07 07:42:00, 2010-05-07 08:02:00, C2.0      , "(54, 40)"   ,              11069, "(54, 40)"                    , 590.2726051662125  , 637.5084694262224  , 0.6427876096865393  , 0.619742972929746    ,                               , 40.0  , 54.0
     473, 2010-05-07, 2010-05-07 22:49:00, 2010-05-07 22:57:00, 2010-05-07 23:03:00, B4.6      , "(0, 0)"     ,              11069,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     474, 2010-05-08, 2010-05-08 00:58:00, 2010-05-08 01:04:00, 2010-05-08 01:10:00, B2.6      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     475, 2010-05-08, 2010-05-08 01:31:00, 2010-05-08 01:39:00, 2010-05-08 01:46:00, B5.8      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     476, 2010-05-08, 2010-05-08 03:18:00, 2010-05-08 03:23:00, 2010-05-08 03:27:00, B4.3      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     477, 2010-05-08, 2010-05-08 04:51:00, 2010-05-08 04:59:00, 2010-05-08 05:04:00, C9.3      , "(65, 38)"   ,              11069, "(65, 38)"                    , 679.7130115597877  , 603.9151822366958  , 0.6156614753256583  , 0.7141802822623909   ,                               , 38.0  , 65.0
     478, 2010-05-08, 2010-05-08 08:37:00, 2010-05-08 08:52:00, 2010-05-08 08:57:00, B2.1      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     479, 2010-05-08, 2010-05-08 09:15:00, 2010-05-08 09:20:00, 2010-05-08 09:23:00, B2.1      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     480, 2010-05-08, 2010-05-08 10:11:00, 2010-05-08 10:19:00, 2010-05-08 10:23:00, B3.8      , "(0, 0)"     ,                  0,                               ,                    ,                    ,                     ,                      ,                               ,       , 
     481, 2010-05-08, 2010-05-08 11:40:00, 2010-05-08 11:50:00, 2010-05-08 11:55:00, C1.8      , "(0, 0)"     ,              11069,                               ,                    ,                    ,                     ,                      ,                               ,       , 
